,x,y,v,id
64,347212.43313307303,5810355.006805061,0.13478507515535432,"i=5,j=18"
65,347222.43313307303,5810355.006805061,0.26810608876324427,"i=5,j=19"
66,347232.43313307303,5810355.006805061,0.964525694366942,"i=5,j=20"
67,347242.43313307303,5810355.006805061,0.9362315335118431,"i=5,j=21"
68,347252.43313307303,5810355.006805061,0.6071628849373789,"i=5,j=22"
69,347262.43313307303,5810355.006805061,0.9548078743417873,"i=5,j=23"
70,347272.43313307303,5810355.006805061,0.7552839372327861,"i=5,j=24"
71,347282.43313307303,5810355.006805061,0.2605631722236561,"i=5,j=25"
72,347292.43313307303,5810355.006805061,0.5692637847698605,"i=5,j=26"
73,347302.43313307303,5810355.006805061,0.529388469121414,"i=5,j=27"
74,347312.43313307303,5810355.006805061,0.04759356619418398,"i=5,j=28"
75,347322.43313307303,5810355.006805061,0.7118216593750437,"i=5,j=29"
76,347332.43313307303,5810355.006805061,0.5230489067911425,"i=5,j=30"
77,347192.43313307303,5810345.006805061,0.9685985633144533,"i=6,j=16"
78,347202.43313307303,5810345.006805061,0.1539484411124089,"i=6,j=17"
79,347212.43313307303,5810345.006805061,0.6345884730748694,"i=6,j=18"
80,347222.43313307303,5810345.006805061,0.4793420825097161,"i=6,j=19"
81,347232.43313307303,5810345.006805061,0.6981533695352296,"i=6,j=20"
82,347242.43313307303,5810345.006805061,0.1287962361813847,"i=6,j=21"
83,347252.43313307303,5810345.006805061,0.041749023247629524,"i=6,j=22"
84,347262.43313307303,5810345.006805061,0.46553283112926913,"i=6,j=23"
85,347272.43313307303,5810345.006805061,0.1767638286738913,"i=6,j=24"
86,347282.43313307303,5810345.006805061,0.9452524683987436,"i=6,j=25"
87,347292.43313307303,5810345.006805061,0.9326927973918303,"i=6,j=26"
88,347302.43313307303,5810345.006805061,0.3554368163648314,"i=6,j=27"
89,347312.43313307303,5810345.006805061,0.7142577016526559,"i=6,j=28"
90,347322.43313307303,5810345.006805061,0.22479663305433384,"i=6,j=29"
91,347192.43313307303,5810335.006805061,0.3747845705557551,"i=7,j=16"
92,347202.43313307303,5810335.006805061,0.03348529576446457,"i=7,j=17"
93,347212.43313307303,5810335.006805061,0.543373609206156,"i=7,j=18"
94,347222.43313307303,5810335.006805061,0.6543988909106352,"i=7,j=19"
95,347232.43313307303,5810335.006805061,0.01658644840236423,"i=7,j=20"
96,347242.43313307303,5810335.006805061,0.11943572924868662,"i=7,j=21"
97,347252.43313307303,5810335.006805061,0.26347310495821463,"i=7,j=22"
98,347262.43313307303,5810335.006805061,0.5591462706246845,"i=7,j=23"
99,347272.43313307303,5810335.006805061,0.6945491839856829,"i=7,j=24"
100,347282.43313307303,5810335.006805061,0.21326870592570935,"i=7,j=25"
101,347292.43313307303,5810335.006805061,0.9827264367281093,"i=7,j=26"
102,347302.43313307303,5810335.006805061,0.121766019314545,"i=7,j=27"
103,347312.43313307303,5810335.006805061,0.9128107736219387,"i=7,j=28"
104,347322.43313307303,5810335.006805061,0.421086565296552,"i=7,j=29"
105,347192.43313307303,5810325.006805061,0.6842265600676244,"i=8,j=16"
106,347202.43313307303,5810325.006805061,0.7571784664500392,"i=8,j=17"
107,347212.43313307303,5810325.006805061,0.9289324595698734,"i=8,j=18"
108,347222.43313307303,5810325.006805061,0.6666820961669618,"i=8,j=19"
109,347232.43313307303,5810325.006805061,0.9618631135289564,"i=8,j=20"
110,347242.43313307303,5810325.006805061,0.3616783428178988,"i=8,j=21"
111,347252.43313307303,5810325.006805061,0.9935000039999211,"i=8,j=22"
112,347262.43313307303,5810325.006805061,0.9802914885451333,"i=8,j=23"
113,347272.43313307303,5810325.006805061,0.7615529506394189,"i=8,j=24"
114,347282.43313307303,5810325.006805061,0.8844327069109081,"i=8,j=25"
115,347292.43313307303,5810325.006805061,0.24101343566502542,"i=8,j=26"
116,347302.43313307303,5810325.006805061,0.07322768732268259,"i=8,j=27"
117,347312.43313307303,5810325.006805061,0.13319396255634486,"i=8,j=28"
118,347192.43313307303,5810315.006805061,0.7699880280548873,"i=9,j=16"
119,347202.43313307303,5810315.006805061,0.6841414548377172,"i=9,j=17"
120,347212.43313307303,5810315.006805061,0.7952588336404836,"i=9,j=18"
121,347222.43313307303,5810315.006805061,0.9715083961444918,"i=9,j=19"
122,347232.43313307303,5810315.006805061,0.24368958646520622,"i=9,j=20"
123,347242.43313307303,5810315.006805061,0.0162161281337877,"i=9,j=21"
124,347252.43313307303,5810315.006805061,0.4053068717207371,"i=9,j=22"
125,347262.43313307303,5810315.006805061,0.026873825913732774,"i=9,j=23"
126,347272.43313307303,5810315.006805061,0.5164398720446869,"i=9,j=24"
127,347282.43313307303,5810315.006805061,0.5430775876598181,"i=9,j=25"
128,347292.43313307303,5810315.006805061,0.18012230071071522,"i=9,j=26"
129,347302.43313307303,5810315.006805061,0.3520505648740042,"i=9,j=27"
130,347312.43313307303,5810315.006805061,0.5868294638887215,"i=9,j=28"
131,347192.43313307303,5810305.006805061,0.2961609492213535,"i=10,j=16"
132,347202.43313307303,5810305.006805061,0.8982455548936169,"i=10,j=17"
133,347212.43313307303,5810305.006805061,0.31459633645758567,"i=10,j=18"
134,347222.43313307303,5810305.006805061,0.0031135203019858615,"i=10,j=19"
135,347232.43313307303,5810305.006805061,0.5025923194738677,"i=10,j=20"
136,347242.43313307303,5810305.006805061,0.1063159208275285,"i=10,j=21"
137,347252.43313307303,5810305.006805061,0.14741575986818267,"i=10,j=22"
138,347262.43313307303,5810305.006805061,0.44222053385819937,"i=10,j=23"
139,347272.43313307303,5810305.006805061,0.43251032339356577,"i=10,j=24"
140,347282.43313307303,5810305.006805061,0.5491490797598727,"i=10,j=25"
141,347292.43313307303,5810305.006805061,0.2674006001088657,"i=10,j=26"
142,347302.43313307303,5810305.006805061,0.5008121697767218,"i=10,j=27"
143,347312.43313307303,5810305.006805061,0.9938900373138911,"i=10,j=28"
144,347192.43313307303,5810295.006805061,0.20569684716044356,"i=11,j=16"
145,347202.43313307303,5810295.006805061,0.3264368856782637,"i=11,j=17"
146,347212.43313307303,5810295.006805061,0.08231797598978374,"i=11,j=18"
147,347222.43313307303,5810295.006805061,0.4633036219247294,"i=11,j=19"
148,347232.43313307303,5810295.006805061,0.9027235439560309,"i=11,j=20"
149,347242.43313307303,5810295.006805061,0.8342663518954141,"i=11,j=21"
150,347252.43313307303,5810295.006805061,0.7389123239694053,"i=11,j=22"
151,347262.43313307303,5810295.006805061,0.9510301133333892,"i=11,j=23"
152,347272.43313307303,5810295.006805061,0.4521639467914095,"i=11,j=24"
153,347282.43313307303,5810295.006805061,0.2594947298398391,"i=11,j=25"
154,347292.43313307303,5810295.006805061,0.6311304066163897,"i=11,j=26"
155,347302.43313307303,5810295.006805061,0.7082369072622308,"i=11,j=27"
156,347192.43313307303,5810285.006805061,0.6786041487110751,"i=12,j=16"
157,347202.43313307303,5810285.006805061,0.9625812206753264,"i=12,j=17"
158,347212.43313307303,5810285.006805061,0.6428744246377017,"i=12,j=18"
159,347222.43313307303,5810285.006805061,0.6662021109325696,"i=12,j=19"
160,347232.43313307303,5810285.006805061,0.5917423946673924,"i=12,j=20"
161,347242.43313307303,5810285.006805061,0.6301335305448112,"i=12,j=21"
162,347252.43313307303,5810285.006805061,0.8643879213224647,"i=12,j=22"
163,347262.43313307303,5810285.006805061,0.41148922889084005,"i=12,j=23"
164,347272.43313307303,5810285.006805061,0.21273416513789334,"i=12,j=24"
165,347282.43313307303,5810285.006805061,0.10939793134371933,"i=12,j=25"
166,347292.43313307303,5810285.006805061,0.356056226068305,"i=12,j=26"
167,347302.43313307303,5810285.006805061,0.9022000507557778,"i=12,j=27"
168,347192.43313307303,5810275.006805061,0.3714586053982999,"i=13,j=16"
169,347202.43313307303,5810275.006805061,0.7207570969280355,"i=13,j=17"
170,347212.43313307303,5810275.006805061,0.6417575857371487,"i=13,j=18"
171,347222.43313307303,5810275.006805061,0.5417970275310373,"i=13,j=19"
172,347232.43313307303,5810275.006805061,0.38318013966681364,"i=13,j=20"
173,347242.43313307303,5810275.006805061,0.6669506790698558,"i=13,j=21"
174,347252.43313307303,5810275.006805061,0.3351978838136377,"i=13,j=22"
175,347262.43313307303,5810275.006805061,0.1395179422783588,"i=13,j=23"
176,347272.43313307303,5810275.006805061,0.20890388201355736,"i=13,j=24"
177,347282.43313307303,5810275.006805061,0.45309659999996954,"i=13,j=25"
178,347292.43313307303,5810275.006805061,0.3818871931558827,"i=13,j=26"
179,347192.43313307303,5810265.006805061,0.0255195783933454,"i=14,j=16"
180,347202.43313307303,5810265.006805061,0.060600790866605414,"i=14,j=17"
181,347212.43313307303,5810265.006805061,0.9426788024002796,"i=14,j=18"
182,347222.43313307303,5810265.006805061,0.5628294173462528,"i=14,j=19"
183,347232.43313307303,5810265.006805061,0.1942011554860832,"i=14,j=20"
184,347242.43313307303,5810265.006805061,0.8453975564077079,"i=14,j=21"
185,347252.43313307303,5810265.006805061,0.49361409219092667,"i=14,j=22"
186,347262.43313307303,5810265.006805061,0.7536916312081735,"i=14,j=23"
187,347272.43313307303,5810265.006805061,0.21804158294203124,"i=14,j=24"
188,347282.43313307303,5810265.006805061,0.8793924439865652,"i=14,j=25"
189,347292.43313307303,5810265.006805061,0.6515898565067936,"i=14,j=26"
190,347302.43313307303,5810265.006805061,0.30221569428197503,"i=14,j=27"
191,347192.43313307303,5810255.006805061,0.5131010787901201,"i=15,j=16"
192,347202.43313307303,5810255.006805061,0.18257122044165786,"i=15,j=17"
193,347212.43313307303,5810255.006805061,0.536723418642174,"i=15,j=18"
194,347222.43313307303,5810255.006805061,0.31462437104869456,"i=15,j=19"
195,347232.43313307303,5810255.006805061,0.4065033099939116,"i=15,j=20"
196,347242.43313307303,5810255.006805061,0.13979002552781017,"i=15,j=21"
197,347252.43313307303,5810255.006805061,0.17456227167021554,"i=15,j=22"
198,347262.43313307303,5810255.006805061,0.592187360504568,"i=15,j=23"
199,347272.43313307303,5810255.006805061,0.7098233931599375,"i=15,j=24"
200,347282.43313307303,5810255.006805061,0.9009822129945669,"i=15,j=25"
201,347292.43313307303,5810255.006805061,0.7830677781019608,"i=15,j=26"
202,347302.43313307303,5810255.006805061,0.042429039138071833,"i=15,j=27"
203,347192.43313307303,5810245.006805061,0.7853297513585392,"i=16,j=16"
204,347202.43313307303,5810245.006805061,0.6843806687332439,"i=16,j=17"
205,347212.43313307303,5810245.006805061,0.7307885036232429,"i=16,j=18"
206,347222.43313307303,5810245.006805061,0.9544576876638982,"i=16,j=19"
207,347232.43313307303,5810245.006805061,0.08786020897441227,"i=16,j=20"
208,347242.43313307303,5810245.006805061,0.6060114291446715,"i=16,j=21"
209,347252.43313307303,5810245.006805061,0.22354819501183287,"i=16,j=22"
210,347262.43313307303,5810245.006805061,0.9275448661811209,"i=16,j=23"
211,347272.43313307303,5810245.006805061,0.8981792577373582,"i=16,j=24"
212,347282.43313307303,5810245.006805061,0.8599215255618005,"i=16,j=25"
213,347292.43313307303,5810245.006805061,0.4089760089119694,"i=16,j=26"
214,347302.43313307303,5810245.006805061,0.387346442677298,"i=16,j=27"
215,347192.43313307303,5810235.006805061,0.9199669210323033,"i=17,j=16"
216,347202.43313307303,5810235.006805061,0.766026764226944,"i=17,j=17"
217,347212.43313307303,5810235.006805061,0.08053311031511268,"i=17,j=18"
218,347222.43313307303,5810235.006805061,0.6357063501335806,"i=17,j=19"
219,347232.43313307303,5810235.006805061,0.614093832167042,"i=17,j=20"
220,347242.43313307303,5810235.006805061,0.08591429376823656,"i=17,j=21"
221,347252.43313307303,5810235.006805061,0.6805062248458533,"i=17,j=22"
222,347262.43313307303,5810235.006805061,0.3687697986510535,"i=17,j=23"
223,347272.43313307303,5810235.006805061,0.664311251388845,"i=17,j=24"
224,347282.43313307303,5810235.006805061,0.8067187656978773,"i=17,j=25"
225,347292.43313307303,5810235.006805061,0.9095534396690155,"i=17,j=26"
226,347302.43313307303,5810235.006805061,0.8265283875890829,"i=17,j=27"
227,347192.43313307303,5810225.006805061,0.26738760829287167,"i=18,j=16"
228,347202.43313307303,5810225.006805061,0.025982172556700545,"i=18,j=17"
229,347212.43313307303,5810225.006805061,0.24648162942629726,"i=18,j=18"
230,347222.43313307303,5810225.006805061,0.8122194179768243,"i=18,j=19"
231,347232.43313307303,5810225.006805061,0.4549419602753527,"i=18,j=20"
232,347242.43313307303,5810225.006805061,0.30284267877724225,"i=18,j=21"
233,347252.43313307303,5810225.006805061,0.7192040459190913,"i=18,j=22"
234,347262.43313307303,5810225.006805061,0.6375797404611708,"i=18,j=23"
235,347272.43313307303,5810225.006805061,0.3441193861931493,"i=18,j=24"
236,347282.43313307303,5810225.006805061,0.8926708579478577,"i=18,j=25"
237,347292.43313307303,5810225.006805061,0.4209642128137757,"i=18,j=26"
238,347302.43313307303,5810225.006805061,0.05107580622065,"i=18,j=27"
239,347192.43313307303,5810215.006805061,0.9126068505340176,"i=19,j=16"
240,347202.43313307303,5810215.006805061,0.08087611513932358,"i=19,j=17"
241,347212.43313307303,5810215.006805061,0.24697188297466588,"i=19,j=18"
242,347222.43313307303,5810215.006805061,0.9416392900048921,"i=19,j=19"
243,347232.43313307303,5810215.006805061,0.08205722767362666,"i=19,j=20"
244,347242.43313307303,5810215.006805061,0.8768198822624599,"i=19,j=21"
245,347252.43313307303,5810215.006805061,0.03441080938922214,"i=19,j=22"
246,347262.43313307303,5810215.006805061,0.839527479846144,"i=19,j=23"
247,347272.43313307303,5810215.006805061,0.01285817721435889,"i=19,j=24"
248,347282.43313307303,5810215.006805061,0.9343430943931218,"i=19,j=25"
249,347292.43313307303,5810215.006805061,0.8455815296610023,"i=19,j=26"
250,347302.43313307303,5810215.006805061,0.08910048842424179,"i=19,j=27"
251,347192.43313307303,5810205.006805061,0.26927574760765827,"i=20,j=16"
252,347202.43313307303,5810205.006805061,0.12593526254860288,"i=20,j=17"
253,347212.43313307303,5810205.006805061,0.25935086789833317,"i=20,j=18"
254,347222.43313307303,5810205.006805061,0.7125473791866125,"i=20,j=19"
255,347232.43313307303,5810205.006805061,0.6742507863074705,"i=20,j=20"
256,347242.43313307303,5810205.006805061,0.6039265430224464,"i=20,j=21"
257,347252.43313307303,5810205.006805061,0.9410499088755041,"i=20,j=22"
258,347262.43313307303,5810205.006805061,0.009656580215953836,"i=20,j=23"
259,347272.43313307303,5810205.006805061,0.04218843630070468,"i=20,j=24"
260,347282.43313307303,5810205.006805061,0.3442555946375071,"i=20,j=25"
261,347292.43313307303,5810205.006805061,0.5465737751050276,"i=20,j=26"
262,347302.43313307303,5810205.006805061,0.17858418736818082,"i=20,j=27"
263,347192.43313307303,5810195.006805061,0.2012774058814235,"i=21,j=16"
264,347202.43313307303,5810195.006805061,0.9317582887876416,"i=21,j=17"
265,347212.43313307303,5810195.006805061,0.442129643662844,"i=21,j=18"
266,347222.43313307303,5810195.006805061,0.4559577744103803,"i=21,j=19"
267,347232.43313307303,5810195.006805061,0.03165305196173018,"i=21,j=20"
268,347242.43313307303,5810195.006805061,0.25800935864154884,"i=21,j=21"
269,347252.43313307303,5810195.006805061,0.9406267127558113,"i=21,j=22"
270,347262.43313307303,5810195.006805061,0.9808477221734043,"i=21,j=23"
271,347272.43313307303,5810195.006805061,0.7255991481330285,"i=21,j=24"
272,347282.43313307303,5810195.006805061,0.5799646821496007,"i=21,j=25"
273,347292.43313307303,5810195.006805061,0.7194934710491687,"i=21,j=26"
274,347302.43313307303,5810195.006805061,0.9017480439226379,"i=21,j=27"
275,347192.43313307303,5810185.006805061,0.6020625583186021,"i=22,j=16"
276,347202.43313307303,5810185.006805061,0.890640228959091,"i=22,j=17"
277,347212.43313307303,5810185.006805061,0.7542596449689246,"i=22,j=18"
278,347222.43313307303,5810185.006805061,0.13885350695211007,"i=22,j=19"
279,347232.43313307303,5810185.006805061,0.546394515394085,"i=22,j=20"
280,347242.43313307303,5810185.006805061,0.9119718170804572,"i=22,j=21"
281,347252.43313307303,5810185.006805061,0.18931068005006435,"i=22,j=22"
282,347262.43313307303,5810185.006805061,0.1323781563751153,"i=22,j=23"
283,347272.43313307303,5810185.006805061,0.6126751749917154,"i=22,j=24"
284,347282.43313307303,5810185.006805061,0.9255748833481056,"i=22,j=25"
285,347292.43313307303,5810185.006805061,0.2843552788729766,"i=22,j=26"
286,347302.43313307303,5810185.006805061,0.26606169671542546,"i=22,j=27"
287,347192.43313307303,5810175.006805061,0.9093160863229054,"i=23,j=16"
288,347202.43313307303,5810175.006805061,0.031245498582804676,"i=23,j=17"
289,347212.43313307303,5810175.006805061,0.9844514037683141,"i=23,j=18"
290,347222.43313307303,5810175.006805061,0.7048660903112726,"i=23,j=19"
291,347232.43313307303,5810175.006805061,0.40772601228630345,"i=23,j=20"
292,347242.43313307303,5810175.006805061,0.8537212261053506,"i=23,j=21"
293,347252.43313307303,5810175.006805061,0.9865092722060484,"i=23,j=22"
294,347262.43313307303,5810175.006805061,0.8602548952780453,"i=23,j=23"
295,347272.43313307303,5810175.006805061,0.2556627718427744,"i=23,j=24"
296,347282.43313307303,5810175.006805061,0.2554494378189608,"i=23,j=25"
297,347292.43313307303,5810175.006805061,0.596264587740086,"i=23,j=26"
298,347302.43313307303,5810175.006805061,0.7609130130657669,"i=23,j=27"
299,347192.43313307303,5810165.006805061,0.16015541063982797,"i=24,j=16"
300,347202.43313307303,5810165.006805061,0.7534268863879005,"i=24,j=17"
301,347212.43313307303,5810165.006805061,0.34060548581482564,"i=24,j=18"
302,347222.43313307303,5810165.006805061,0.7995497805855455,"i=24,j=19"
303,347232.43313307303,5810165.006805061,0.8922880624066548,"i=24,j=20"
304,347242.43313307303,5810165.006805061,0.3302805917730385,"i=24,j=21"
305,347252.43313307303,5810165.006805061,0.15869905942277107,"i=24,j=22"
306,347262.43313307303,5810165.006805061,0.4572057709686487,"i=24,j=23"
307,347272.43313307303,5810165.006805061,0.7658000718487186,"i=24,j=24"
308,347282.43313307303,5810165.006805061,0.7331851802126834,"i=24,j=25"
309,347292.43313307303,5810165.006805061,0.43382208699345237,"i=24,j=26"
310,347302.43313307303,5810165.006805061,0.6918214400092009,"i=24,j=27"
311,347672.43313307303,5810165.006805061,0.6880166689924534,"i=24,j=64"
312,347682.43313307303,5810165.006805061,0.382504316605229,"i=24,j=65"
313,347692.43313307303,5810165.006805061,0.416234907231528,"i=24,j=66"
314,347702.43313307303,5810165.006805061,0.690109693783182,"i=24,j=67"
315,347712.43313307303,5810165.006805061,0.5275688987092982,"i=24,j=68"
316,347722.43313307303,5810165.006805061,0.9274121534748249,"i=24,j=69"
317,347732.43313307303,5810165.006805061,0.5050742135724965,"i=24,j=70"
318,347742.43313307303,5810165.006805061,0.12372715785707844,"i=24,j=71"
319,347752.43313307303,5810165.006805061,0.3330521075992493,"i=24,j=72"
320,347762.43313307303,5810165.006805061,0.9369894938202397,"i=24,j=73"
321,347772.43313307303,5810165.006805061,0.8334087890330206,"i=24,j=74"
322,347782.43313307303,5810165.006805061,0.8555542850383928,"i=24,j=75"
323,347792.43313307303,5810165.006805061,0.5798719920929616,"i=24,j=76"
324,347802.43313307303,5810165.006805061,0.3655292174242838,"i=24,j=77"
325,347192.43313307303,5810155.006805061,0.08582533011210869,"i=25,j=16"
326,347202.43313307303,5810155.006805061,0.07395281483928517,"i=25,j=17"
327,347212.43313307303,5810155.006805061,0.3176407463834251,"i=25,j=18"
328,347222.43313307303,5810155.006805061,0.47387075141912305,"i=25,j=19"
329,347232.43313307303,5810155.006805061,0.4830791446676024,"i=25,j=20"
330,347242.43313307303,5810155.006805061,0.16726835202486967,"i=25,j=21"
331,347252.43313307303,5810155.006805061,0.6894778830010726,"i=25,j=22"
332,347262.43313307303,5810155.006805061,0.7073532161638111,"i=25,j=23"
333,347272.43313307303,5810155.006805061,0.573970251293716,"i=25,j=24"
334,347282.43313307303,5810155.006805061,0.11717815045154834,"i=25,j=25"
335,347292.43313307303,5810155.006805061,0.17251251267861645,"i=25,j=26"
336,347302.43313307303,5810155.006805061,0.9580166798699619,"i=25,j=27"
337,347672.43313307303,5810155.006805061,0.6312764620608341,"i=25,j=64"
338,347682.43313307303,5810155.006805061,0.5930553413854964,"i=25,j=65"
339,347692.43313307303,5810155.006805061,0.20716527642378957,"i=25,j=66"
340,347702.43313307303,5810155.006805061,0.08623036037076215,"i=25,j=67"
341,347712.43313307303,5810155.006805061,0.6818193495882469,"i=25,j=68"
342,347722.43313307303,5810155.006805061,0.9903893305559462,"i=25,j=69"
343,347732.43313307303,5810155.006805061,0.36878060758513076,"i=25,j=70"
344,347742.43313307303,5810155.006805061,0.8613944154668284,"i=25,j=71"
345,347752.43313307303,5810155.006805061,0.8473389666444346,"i=25,j=72"
346,347762.43313307303,5810155.006805061,0.3853037843773198,"i=25,j=73"
347,347772.43313307303,5810155.006805061,0.9969071412963791,"i=25,j=74"
348,347782.43313307303,5810155.006805061,0.604865876484121,"i=25,j=75"
349,347792.43313307303,5810155.006805061,0.6518022219942686,"i=25,j=76"
350,347802.43313307303,5810155.006805061,0.505294076300721,"i=25,j=77"
351,347192.43313307303,5810145.006805061,0.5385031740953481,"i=26,j=16"
352,347202.43313307303,5810145.006805061,0.5428153726781771,"i=26,j=17"
353,347212.43313307303,5810145.006805061,0.0776563894425999,"i=26,j=18"
354,347222.43313307303,5810145.006805061,0.7328560651977519,"i=26,j=19"
355,347232.43313307303,5810145.006805061,0.5933613065175553,"i=26,j=20"
356,347242.43313307303,5810145.006805061,0.37274481000997284,"i=26,j=21"
357,347252.43313307303,5810145.006805061,0.24164923836712682,"i=26,j=22"
358,347262.43313307303,5810145.006805061,0.6498679189173111,"i=26,j=23"
359,347272.43313307303,5810145.006805061,0.7316096040552128,"i=26,j=24"
360,347282.43313307303,5810145.006805061,0.7252475177843204,"i=26,j=25"
361,347292.43313307303,5810145.006805061,0.8855518366090798,"i=26,j=26"
362,347302.43313307303,5810145.006805061,0.799259543764625,"i=26,j=27"
363,347672.43313307303,5810145.006805061,0.4342158275336667,"i=26,j=64"
364,347682.43313307303,5810145.006805061,0.6073877666141007,"i=26,j=65"
365,347692.43313307303,5810145.006805061,0.5120952499774803,"i=26,j=66"
366,347702.43313307303,5810145.006805061,0.3309728088653634,"i=26,j=67"
367,347712.43313307303,5810145.006805061,0.699343670431379,"i=26,j=68"
368,347722.43313307303,5810145.006805061,0.7027660473643725,"i=26,j=69"
369,347732.43313307303,5810145.006805061,0.2557978242507276,"i=26,j=70"
370,347742.43313307303,5810145.006805061,0.38703031758294093,"i=26,j=71"
371,347752.43313307303,5810145.006805061,0.1475414967760501,"i=26,j=72"
372,347762.43313307303,5810145.006805061,0.11174617653784602,"i=26,j=73"
373,347772.43313307303,5810145.006805061,0.4247121825140412,"i=26,j=74"
374,347782.43313307303,5810145.006805061,0.229217405357253,"i=26,j=75"
375,347792.43313307303,5810145.006805061,0.7083275259825719,"i=26,j=76"
376,347802.43313307303,5810145.006805061,0.1687179838352746,"i=26,j=77"
377,347192.43313307303,5810135.006805061,0.5797340512794931,"i=27,j=16"
